Time: 2026-03-09 15:24:05
Total: 35
Positive (target!=null): 30
Negative (target==null): 5

Retrieval Top1 Acc: 0.867
Retrieval TopK  Acc: 0.867
Negative Refuse Acc: 1.000

Generation Mention Rate (pos): 0.600
Generation Grounded Rate (weak): 0.833

id,query,target,retrieved_top1,retrieved_names,retrieved_scores,retrieved_cnt,answer,hit_top1,hit_topk,refuse_ok,mention_ok,grounded_ok
A11,三星堆青铜人头像为什么被称为神秘,戴金面罩青铜人头像,"【展品名称】戴金面罩青铜人头像 【所属时代】商代 【出土地】四川三星堆遗址 【历史意义】该青铜头像具有独特的古蜀文明风格，展示了三星堆文化神秘而高度发达的青铜艺术。 【补充信息】该类头像常见夸张五官和仪式化造型，部分器物贴附金面罩，体现古蜀祭祀体系与审美特征。 【纹饰与造型】头像多见高鼻、阔目、宽耳等夸张特征，金面罩通常以薄金片贴附于面部关键区域，突出神圣与仪式感。 【历史背景】三星堆祭祀坑集中埋藏大量青铜、金器、玉器和象牙，反映古蜀文明独立发展的宗教传统，也体现与中原文明的交流关系。 【故事传说】三星堆的发现被誉为""20世纪最伟大的考古发现之一""。1986年，四川广汉农民在砖厂取土时意外发现了两个祭祀坑，出土了大量造型奇特的青铜器、金器和玉器。其中最引人注目的是戴金面罩的青铜人头像，这些头像高鼻深目、阔嘴大耳，与中原青铜器风格截然不同。考古学家推测，三星堆文明可能与古蜀国的祭祀活动有关。传说中，古蜀国的开国君主蚕丛""目纵""，即眼睛向外突出，这与三星堆出土的凸目青铜面具惊人相似。这些神秘文物揭示了一个失落的古蜀文明，证明了中华文明的多元起源。三星堆的发现改写了人们对古蜀历史的认知，被誉为""一醒惊天下""。",戴金面罩青铜人头像|后母戊青铜方鼎|铜奔马,0.6737|0.5777|0.5241,3,该头像被称为神秘，因其展示了三星堆文化神秘而高度发达的青铜艺术。头像具有高鼻、阔目、宽耳等夸张特征，与中原青铜器风格截然不同。它反映了古蜀文明独立发展的宗教传统，揭示了一个失落的古蜀文明，造型突出神圣与仪式感，故显得神秘。,1,1,0,0,0
A12,三星堆戴金面罩青铜人头像与古蜀传说有什么关系,戴金面罩青铜人头像,"【展品名称】戴金面罩青铜人头像 【所属时代】商代 【出土地】四川三星堆遗址 【历史意义】该青铜头像具有独特的古蜀文明风格，展示了三星堆文化神秘而高度发达的青铜艺术。 【补充信息】该类头像常见夸张五官和仪式化造型，部分器物贴附金面罩，体现古蜀祭祀体系与审美特征。 【纹饰与造型】头像多见高鼻、阔目、宽耳等夸张特征，金面罩通常以薄金片贴附于面部关键区域，突出神圣与仪式感。 【历史背景】三星堆祭祀坑集中埋藏大量青铜、金器、玉器和象牙，反映古蜀文明独立发展的宗教传统，也体现与中原文明的交流关系。 【故事传说】三星堆的发现被誉为""20世纪最伟大的考古发现之一""。1986年，四川广汉农民在砖厂取土时意外发现了两个祭祀坑，出土了大量造型奇特的青铜器、金器和玉器。其中最引人注目的是戴金面罩的青铜人头像，这些头像高鼻深目、阔嘴大耳，与中原青铜器风格截然不同。考古学家推测，三星堆文明可能与古蜀国的祭祀活动有关。传说中，古蜀国的开国君主蚕丛""目纵""，即眼睛向外突出，这与三星堆出土的凸目青铜面具惊人相似。这些神秘文物揭示了一个失落的古蜀文明，证明了中华文明的多元起源。三星堆的发现改写了人们对古蜀历史的认知，被誉为""一醒惊天下""。",戴金面罩青铜人头像,1.0000,1,考古学家推测三星堆文明与古蜀祭祀有关。传说中古蜀开国君主蚕丛“目纵”，即眼睛突出，这与三星堆出土的凸目青铜面具相似。戴金面罩青铜人头像高鼻深目，风格独特。这些神秘文物揭示了失落的古蜀文明，证明中华文明多元起源，改写了人们对古蜀历史的认知。,1,1,0,1,1
A13,四羊青铜方尊的历史经历和修复过程,四羊青铜方尊,【展品名称】四羊青铜方尊 【所属时代】商代 【出土地】湖南宁乡 【历史意义】四羊方尊是商代青铜礼器的杰作，造型庄重华丽，体现了中国古代青铜工艺的高超水平。 【补充信息】四羊方尊以四角羊首与繁复纹饰著称，是商代方尊中最具代表性的器物之一。 【纹饰与造型】尊体四角圆雕卷角羊首，肩颈部常见兽面纹、夔龙纹与蕉叶纹等组合装饰，兼具立体雕塑感与平面纹饰秩序。 【历史背景】宁乡一带出土多件商周青铜器，说明长江中游与中原青铜文化联系紧密；四羊方尊常被用来讨论区域互动与高等级礼制传播。 【故事传说】四羊方尊于1938年出土于湖南宁乡黄材一带。这件国宝在战乱年代辗转保存并曾受损，后由文物工作者修复。器物四角圆雕卷角羊首，肩颈部纹饰繁复，体现了商代青铜铸造与分铸工艺的高水平。它既是礼器艺术的代表，也见证了中国文物保护工作的艰难历程。,四羊青铜方尊,1.0000,1,四羊方尊于 1938 年出土于湖南宁乡黄材一带。在战乱年代，这件国宝辗转保存并曾受损，后由文物工作者修复。它见证了中国文物保护工作的艰难历程。关于具体的修复步骤，现有资料未详细记载，但其体现了商代青铜铸造与分铸工艺的高水平。,1,1,0,0,1
A14,四羊青铜方尊的制作工艺有什么特点,四羊青铜方尊,【展品名称】四羊青铜方尊 【所属时代】商代 【出土地】湖南宁乡 【历史意义】四羊方尊是商代青铜礼器的杰作，造型庄重华丽，体现了中国古代青铜工艺的高超水平。 【补充信息】四羊方尊以四角羊首与繁复纹饰著称，是商代方尊中最具代表性的器物之一。 【纹饰与造型】尊体四角圆雕卷角羊首，肩颈部常见兽面纹、夔龙纹与蕉叶纹等组合装饰，兼具立体雕塑感与平面纹饰秩序。 【历史背景】宁乡一带出土多件商周青铜器，说明长江中游与中原青铜文化联系紧密；四羊方尊常被用来讨论区域互动与高等级礼制传播。 【故事传说】四羊方尊于1938年出土于湖南宁乡黄材一带。这件国宝在战乱年代辗转保存并曾受损，后由文物工作者修复。器物四角圆雕卷角羊首，肩颈部纹饰繁复，体现了商代青铜铸造与分铸工艺的高水平。它既是礼器艺术的代表，也见证了中国文物保护工作的艰难历程。,四羊青铜方尊,1.0000,1,四羊青铜方尊体现了商代青铜铸造与分铸工艺的高水平。其造型兼具立体雕塑感与平面纹饰秩序，尊体四角圆雕卷角羊首，肩颈部饰有兽面纹、夔龙纹等繁复纹饰。作为商代青铜礼器的杰作，它展示了中国古代青铜工艺的高超水平。,1,1,0,1,1
A15,子龙鼎是什么,子龙鼎,【展品名称】子龙鼎 【所属时代】商代 【出土地】河南安阳 【历史意义】子龙鼎是商代青铜礼器的重要代表，鼎内铭文记录了商代贵族祭祀活动。 【补充信息】子龙鼎是商代大型圆鼎代表，因内壁“子龙”铭文得名，反映商末周初礼器系统的延续。 【纹饰与造型】子龙鼎通体厚重，口沿与腹部常见商代晚期典型兽面纹与雷纹装饰，强调威严感和礼器等级。 【历史背景】铭文“子龙”指向器主身份线索，结合殷墟青铜器群可见当时宗族祭祀与政治权力高度关联。,子龙鼎,1.0000,1,各位观众，子龙鼎是商代青铜礼器的重要代表，出土于河南安阳。作为商代大型圆鼎，它因内壁“子龙”铭文得名。鼎身通体厚重，饰有商代晚期典型兽面纹与雷纹，强调威严感和礼器等级。铭文记录了商代贵族祭祀活动，反映商末周初礼器系统的延续，以及当时宗族祭祀与政治权力的高度关联。,1,1,0,1,1
A16,子龙鼎有什么历史意义,子龙鼎,【展品名称】子龙鼎 【所属时代】商代 【出土地】河南安阳 【历史意义】子龙鼎是商代青铜礼器的重要代表，鼎内铭文记录了商代贵族祭祀活动。 【补充信息】子龙鼎是商代大型圆鼎代表，因内壁“子龙”铭文得名，反映商末周初礼器系统的延续。 【纹饰与造型】子龙鼎通体厚重，口沿与腹部常见商代晚期典型兽面纹与雷纹装饰，强调威严感和礼器等级。 【历史背景】铭文“子龙”指向器主身份线索，结合殷墟青铜器群可见当时宗族祭祀与政治权力高度关联。,子龙鼎,1.0000,1,子龙鼎是商代青铜礼器及大型圆鼎的重要代表，因内壁“子龙”铭文得名。鼎内铭文记录了商代贵族祭祀活动，反映商末周初礼器系统的延续。铭文指向器主身份，结合殷墟青铜器群可见，当时宗族祭祀与政治权力高度关联。其纹饰强调威严感和礼器等级。,1,1,0,1,1
A17,何尊为什么有名,何尊,【展品名称】何尊 【所属时代】西周 【出土地】陕西宝鸡 【历史意义】何尊内铭文首次出现“中国”二字，是研究西周政治制度和早期中国概念的重要文物。 【补充信息】何尊内底有长篇铭文（122字），“宅兹中国”是目前所见“中国”一词最早的实物文字证据之一。 【纹饰与造型】何尊为典型西周早期青铜酒器，腹部饰纹规整，整体形制由商末厚重风格向西周早期秩序化风格过渡。 【历史背景】铭文记述周成王营建成周等史事，反映西周王朝通过都邑建设与礼制重构来巩固新政权。,何尊,1.0000,1,各位观众，何尊闻名主要因其内底铭文首次出现“中国”二字。“宅兹中国”是目前所见“中国”一词最早的实物文字证据之一。铭文记述周成王营建成周等史事，是研究西周政治制度和早期中国概念的重要文物。它反映了西周王朝通过都邑建设与礼制重构来巩固新政权，历史价值极高。,1,1,0,1,1
A18,何尊和“中国”二字有什么关系,何尊,【展品名称】何尊 【所属时代】西周 【出土地】陕西宝鸡 【历史意义】何尊内铭文首次出现“中国”二字，是研究西周政治制度和早期中国概念的重要文物。 【补充信息】何尊内底有长篇铭文（122字），“宅兹中国”是目前所见“中国”一词最早的实物文字证据之一。 【纹饰与造型】何尊为典型西周早期青铜酒器，腹部饰纹规整，整体形制由商末厚重风格向西周早期秩序化风格过渡。 【历史背景】铭文记述周成王营建成周等史事，反映西周王朝通过都邑建设与礼制重构来巩固新政权。,何尊,1.0000,1,各位观众好，何尊内铭文首次出现“中国”二字。其内底 122 字铭文中，“宅兹中国”是目前所见“中国”一词最早的实物文字证据之一。因此，何尊是研究西周政治制度和早期中国概念的重要文物，具有极高的历史意义。,1,1,0,1,1
A19,越王勾践剑为什么千年不锈,越王勾践剑,"【展品名称】越王勾践剑 【所属时代】春秋时期 【出土地】湖北江陵 【历史意义】越王勾践剑保存完好，锋利无比，是中国古代兵器制造工艺的杰出代表。 【补充信息】剑身铭文“越王勾践自作用剑”用于定名，器表防腐性能优异，常被称为“天下第一剑”。 【纹饰与造型】剑格镶嵌蓝色琉璃与绿松石，剑身近格处常见规则菱形暗纹，兼具装饰性与工艺辨识度。 【历史背景】春秋时期吴越争霸激烈，越国在长期军事竞争中发展出高水平铸剑技术，勾践剑是该时代兵器工艺与政治记忆的代表。 【故事传说】越王勾践剑承载着""卧薪尝胆""的传奇故事。春秋时期，越王勾践被吴王夫差打败，被迫为奴三年。回国后，勾践卧薪尝胆，发愤图强，最终""三千越甲可吞吴""，成为复仇的典范。这把剑就是勾践时期的产物。1965年，考古人员在湖北江陵的一座楚墓中发现此剑。令人惊叹的是，剑身在地下埋藏2400多年后依然寒光闪闪，锋利无比，轻轻一划就能划破20层纸。剑身布满菱形暗纹，剑格镶嵌蓝色琉璃和绿松石，展现了越国精湛的铸剑技术。专家研究认为，剑身保存与合金成分、表面状态及埋藏环境等因素有关，具体机理仍有讨论。这把剑不仅是兵器，更是越王勾践坚韧不拔精神的象征。",越王勾践剑,1.0000,1,根据现有资料，专家研究认为剑身保存与合金成分、表面状态及埋藏环境等因素有关，但具体机理仍有讨论。该剑器表防腐性能优异，虽埋藏 2400 多年依然寒光闪闪，锋利无比。这展现了越国精湛的铸剑技术，也是勾践坚韧不拔精神的象征。,1,1,0,0,0
A20,越王勾践剑与卧薪尝胆的故事,越王勾践剑,"【展品名称】越王勾践剑 【所属时代】春秋时期 【出土地】湖北江陵 【历史意义】越王勾践剑保存完好，锋利无比，是中国古代兵器制造工艺的杰出代表。 【补充信息】剑身铭文“越王勾践自作用剑”用于定名，器表防腐性能优异，常被称为“天下第一剑”。 【纹饰与造型】剑格镶嵌蓝色琉璃与绿松石，剑身近格处常见规则菱形暗纹，兼具装饰性与工艺辨识度。 【历史背景】春秋时期吴越争霸激烈，越国在长期军事竞争中发展出高水平铸剑技术，勾践剑是该时代兵器工艺与政治记忆的代表。 【故事传说】越王勾践剑承载着""卧薪尝胆""的传奇故事。春秋时期，越王勾践被吴王夫差打败，被迫为奴三年。回国后，勾践卧薪尝胆，发愤图强，最终""三千越甲可吞吴""，成为复仇的典范。这把剑就是勾践时期的产物。1965年，考古人员在湖北江陵的一座楚墓中发现此剑。令人惊叹的是，剑身在地下埋藏2400多年后依然寒光闪闪，锋利无比，轻轻一划就能划破20层纸。剑身布满菱形暗纹，剑格镶嵌蓝色琉璃和绿松石，展现了越国精湛的铸剑技术。专家研究认为，剑身保存与合金成分、表面状态及埋藏环境等因素有关，具体机理仍有讨论。这把剑不仅是兵器，更是越王勾践坚韧不拔精神的象征。",越王勾践剑,1.0000,1,这把剑承载着“卧薪尝胆”的传奇故事。春秋时期，越王勾践被吴王夫差打败，被迫为奴三年。回国后，勾践卧薪尝胆，发愤图强，最终“三千越甲可吞吴”，成为复仇的典范。此剑是勾践时期的产物，代表了当时高水平铸剑技术，更是越王勾践坚韧不拔精神的象征。,1,1,0,0,0
B01,商代最大的青铜器是什么，它的发现有什么故事,后母戊青铜方鼎,"【展品名称】后母戊青铜方鼎 【所属时代】商代 【出土地】河南安阳殷墟 【历史意义】后母戊鼎是目前已知最大的青铜器之一，是商代青铜铸造技术和王权象征的重要代表。 【别名】司母戊鼎 【补充信息】后母戊鼎重约832.84公斤，出土于安阳殷墟，是商代礼制与大型青铜铸造能力的标志性实物。 【纹饰与造型】鼎身以兽面纹为主，辅以云雷纹地纹，耳部与足部装饰厚重，整体呈现商代晚期礼器的庄严气质。 【历史背景】殷墟是商王朝晚期都城遗址，祭祀活动频繁；超大型方鼎的铸成反映了成熟的分铸与合范工艺，以及王权对资源和工匠体系的强控制。 【故事传说】后母戊鼎的发现充满了传奇色彩。1939年，河南安阳武官村村民吴培文在田间无意中发现了这件重达832.84公斤的青铜巨鼎。为了保护国宝不被日军掠夺，村民们将大鼎重新埋入地下，并多次转移藏匿地点。抗战胜利后，大鼎被重新挖出，出土时有鼎耳受损，后经文物工作者修复。鼎内铭文""后母戊""表明这是商王为祭祀其母戊而铸造的礼器。专家推测，铸造这样巨大的青铜鼎需要1000公斤以上的原料，由200多名工匠协作完成，展现了商代高度发达的青铜铸造技术和严密的社会组织能力。这件国宝的发现与保护过程，也成为了中国人民守护文化遗产的动人故事。",后母戊青铜方鼎|戴金面罩青铜人头像,0.6625|0.5226,2,后母戊鼎是目前已知最大的青铜器之一。1939 年，安阳村民吴培文无意发现此鼎。为防日军掠夺，村民将其重新埋藏并多次转移。抗战胜利后大鼎出土，鼎耳曾受损后修复。鼎内铭文表明这是商王为祭祀其母戊而铸。其发现与保护过程，是中国人民守护文化遗产的动人故事。,1,1,0,0,0
B02,哪个文物的铭文里首次出现“中国”,何尊,【展品名称】何尊 【所属时代】西周 【出土地】陕西宝鸡 【历史意义】何尊内铭文首次出现“中国”二字，是研究西周政治制度和早期中国概念的重要文物。 【补充信息】何尊内底有长篇铭文（122字），“宅兹中国”是目前所见“中国”一词最早的实物文字证据之一。 【纹饰与造型】何尊为典型西周早期青铜酒器，腹部饰纹规整，整体形制由商末厚重风格向西周早期秩序化风格过渡。 【历史背景】铭文记述周成王营建成周等史事，反映西周王朝通过都邑建设与礼制重构来巩固新政权。,何尊,0.8331,1,各位观众，这件文物是何尊。它是西周早期的青铜酒器，出土于陕西宝鸡。何尊内底铸有 122 字铭文，其中“宅兹中国”是目前所见“中国”一词最早的实物文字证据之一。这是“中国”二字首次出现在铭文中，对于研究西周政治制度和早期中国概念具有极其重要的历史意义。,1,1,0,1,1
B03,哪个文物的发现被誉为“一醒惊天下”,戴金面罩青铜人头像,【展品名称】五彩镂空云凤纹瓶 【所属时代】明代 【历史意义】该瓷瓶工艺复杂，体现了明代景德镇瓷器制造技术的高度发展。 【补充信息】该器以五彩与镂空结合见长，云凤纹布局繁密，是明代官窑装饰风格的重要样本。 【纹饰与造型】云凤纹以凤凰与云气组合构图，寓意祥瑞；镂空工艺增强器体层次，与五彩釉上装饰形成内外呼应。 【历史背景】明代中晚期景德镇官窑体系成熟，宫廷审美推动了高难度装饰工艺发展，云凤题材在礼制与吉祥文化中长期流行。,五彩镂空云凤纹瓶|兵马俑,0.5377|0.5059,2,"根据现有资料无法确定。资料中仅记载兵马俑的发现“震惊了世界”，被誉为""20 世纪最伟大的考古发现”，并未出现“一醒惊天下”这一具体表述。",0,0,0,0,1
B04,哪套编钟被誉为世界第八大奇迹,曾侯乙编钟,【展品名称】曾侯乙编钟 【所属时代】战国 【出土地】湖北随州 【历史意义】曾侯乙编钟是一套大型青铜乐器，能够演奏复杂乐曲，是中国古代音乐文化的重要实物证据。 【补充信息】曾侯乙编钟共65件，出土于湖北随州擂鼓墩曾侯乙墓，展示了先秦礼乐制度与乐律体系。 【纹饰与造型】钟体与钟架构件饰有蟠螭纹等纹样，整套编钟按音域分组悬挂，体现“礼器即乐器”的制度化设计。 【历史背景】战国时期诸侯国延续并重构周礼乐传统，曾侯乙墓随葬乐器体系完整，为研究先秦音律、乐队编制和宫廷礼仪提供关键证据。 【故事传说】1978年，湖北随州擂鼓墩发现了一座战国早期的大型墓葬——曾侯乙墓。墓中出土了震惊世界的编钟，共65件，总重达2500公斤。这套编钟的发现纯属偶然：当地军队在扩建厂房时，意外发现了这座沉睡2400年的古墓。编钟的音域跨越五个八度，能够演奏复杂的乐曲，证明早在战国时期，中国就已经掌握了先进的乐律理论。每件钟都能发出两个不同的音，这是通过精确的调音技术实现的。编钟上还刻有3700多字的铭文，记录了当时的乐律体系。曾侯乙编钟的出土被视为先秦礼乐文明研究的里程碑发现，它不仅是中国古代音乐文化的瑰宝，更是中华文明辉煌成就的见证。,曾侯乙编钟,0.5341,1,各位观众，根据现有资料无法确定。资料虽称曾侯乙编钟“震惊世界”，是“中华文明辉煌成就的见证”，但未提及“世界第八大奇迹”这一称号。作为讲解员，我需严格依据给定资料，不能编造信息，因此无法回答哪套编钟获此殊荣。,1,1,0,1,1
B05,秦始皇陵的陪葬陶俑群是如何被发现的,兵马俑,"【展品名称】兵马俑 【所属时代】秦代 【出土地】陕西西安秦始皇陵 【历史意义】兵马俑是秦始皇陵的陪葬陶俑群，反映了秦军强大的军事力量和秦代雕塑艺术的高度水平。 【补充信息】兵马俑于1974年发现，主要分布在一、二、三号坑，是研究秦帝国军阵编制与陶塑工艺的核心材料。 【纹饰与造型】陶俑按兵种区分甲胄、发式与姿态，面部塑造差异明显；出土痕迹表明其原本多施彩绘，后因环境变化大多褪色。 【历史背景】秦统一后建立中央集权帝国，陵园工程规模宏大；兵马俑被视为“地下军阵”，体现帝国军事组织与丧葬观念的结合。 【故事传说】兵马俑的发现充满了偶然性。1974年，陕西临潼农民杨志发在打井时，无意中挖出了陶俑的碎片。这个意外的发现，揭开了秦始皇陵的神秘面纱。秦始皇统一六国后，动用70万工匠，耗时38年修建陵墓。兵马俑作为""地下军阵""，被认为是秦始皇在死后继续统治的军队。每个陶俑的面部表情、发型、服饰都各不相同，栩栩如生。考古学家发现，陶俑原本都施有彩绘，颜色鲜艳，但出土后因氧化而褪色。兵马俑坑中还有大量青铜兵器，经过2000多年依然锋利。这个发现震惊了世界，被誉为""20世纪最伟大的考古发现""，成为中国古代文明的重要象征。",兵马俑|玉琮王,0.6754|0.5860,2,兵马俑的发现充满了偶然性。1974 年，陕西临潼农民杨志发在打井时，无意中挖出了陶俑的碎片。这个意外的发现，揭开了秦始皇陵的神秘面纱。这便是秦始皇陵陪葬陶俑群被发现的具体经过。,1,1,0,1,1
B06,被称为“马踏飞燕”的文物有什么故事,铜奔马,"【展品名称】铜奔马 【所属时代】东汉 【出土地】甘肃武威 【历史意义】铜奔马造型生动，被誉为“马踏飞燕”，体现了汉代高超的青铜铸造艺术。 【别名】马踏飞燕 【补充信息】铜奔马1969年出土于甘肃武威雷台汉墓，单足腾跃构图极具动势，是汉代写实与浪漫结合的代表。 【纹饰与造型】铜马三足腾空、一足踏鸟，头微左顾、口衔缰绳，肌肉与鬃尾塑造强调高速奔行的瞬间动势。 【历史背景】东汉时期河西走廊交通繁荣，马在军事与交通中的地位突出；铜奔马常被视为汉代尚武精神与丝路活力的艺术象征。 【故事传说】铜奔马的发现充满了戏剧性。1969年，甘肃武威农民在雷台挖掘战备地道时，意外发现了一座东汉晚期的大型砖室墓。墓中出土了99件青铜车马仪仗俑，其中最引人注目的是这件奔马。马的三足腾空，右后蹄踏在一只飞鸟上，飞鸟回首惊望，展现了骏马飞驰的神速。这件文物最初被称为""马踏飞燕""，后来有学者认为踏的可能是龙雀（古代传说中的神鸟）。铜奔马的造型巧妙地解决了重心平衡问题，展现了汉代工匠高超的艺术造诣和力学知识。1983年，铜奔马被国家旅游局确定为中国旅游标志，成为了展示中华文明的重要符号。",铜奔马,1.0000,1,铜奔马的发现充满了戏剧性。1969 年，甘肃武威农民挖掘战备地道时，意外发现东汉晚期砖室墓，出土 99 件青铜车马仪仗俑。奔马三足腾空，右后蹄踏飞鸟，飞鸟回首惊望。最初被称为“马踏飞燕”，后有学者认为踏的是龙雀。1983 年被确定为中国旅游标志，展现了汉代工匠高超的艺术造诣和力学知识。,1,1,0,1,1
B07,哪件织锦上的文字与天象祥瑞有关,五星出东方利中国锦护臂,【展品名称】四羊青铜方尊 【所属时代】商代 【出土地】湖南宁乡 【历史意义】四羊方尊是商代青铜礼器的杰作，造型庄重华丽，体现了中国古代青铜工艺的高超水平。 【补充信息】四羊方尊以四角羊首与繁复纹饰著称，是商代方尊中最具代表性的器物之一。 【纹饰与造型】尊体四角圆雕卷角羊首，肩颈部常见兽面纹、夔龙纹与蕉叶纹等组合装饰，兼具立体雕塑感与平面纹饰秩序。 【历史背景】宁乡一带出土多件商周青铜器，说明长江中游与中原青铜文化联系紧密；四羊方尊常被用来讨论区域互动与高等级礼制传播。 【故事传说】四羊方尊于1938年出土于湖南宁乡黄材一带。这件国宝在战乱年代辗转保存并曾受损，后由文物工作者修复。器物四角圆雕卷角羊首，肩颈部纹饰繁复，体现了商代青铜铸造与分铸工艺的高水平。它既是礼器艺术的代表，也见证了中国文物保护工作的艰难历程。,四羊青铜方尊|霁青釉金彩海晏河清尊|五彩镂空云凤纹瓶,0.5905|0.5837|0.5804,3,根据现有资料无法确定。本次提供的展品资料包含商代青铜方尊及清、明两代瓷器，均为金属或陶瓷材质，并未涉及任何织锦类文物。资料中也无关于织锦文字与天象祥瑞的记录，故无法回答该问题。,0,0,0,0,1
B08,哪件唐三彩展现了丝路商旅与音乐交流,三彩载乐骆驼俑,,,,0,未在知识库中检索到足够相关的内容，根据现有资料无法确定。,0,0,0,0,1
B09,哪幅画的作者被称为天才少年,千里江山图,,,,0,未在知识库中检索到足够相关的内容，根据现有资料无法确定。,0,0,0,0,1
B10,研究古代星象图的重要文物是什么,天文图碑拓片,【展品名称】天文图碑拓片 【所属时代】南宋 【历史意义】天文图碑记录了古代星象图，是研究中国古代天文学的重要文献。 【补充信息】苏州石刻天文图以北极为中心绘制，刻石于南宋，保留了北宋实测星图信息。 【纹饰与造型】图面采用同心圆与分区标注方式组织星官信息，可见二十八宿与银河位置关系，具有鲜明的科学制图特征。 【历史背景】宋代官方重视历法与观测体系建设，天文图碑把观测知识以刻石形式长期保存，便于教学、传播与校勘。,天文图碑拓片,0.7564,1,研究古代星象图的重要文物是天文图碑。根据资料，它记录了古代星象图，是研究中国古代天文学的重要文献。本展品为南宋天文图碑拓片，保留了北宋实测星图信息。图面以北极为中心，采用同心圆与分区标注方式，可见二十八宿与银河位置关系，具有鲜明的科学制图特征。,1,1,0,1,1
D01,恐龙是什么,,,,,0,未在知识库中检索到足够相关的内容，根据现有资料无法确定。,0,0,1,0,0
D02,讲讲埃及金字塔,,,,,0,未在知识库中检索到足够相关的内容，根据现有资料无法确定。,0,0,1,0,0
D03,介绍一下苏格拉底,,,,,0,未在知识库中检索到足够相关的内容，根据现有资料无法确定。,0,0,1,0,0
D04,明代皇帝有哪些,,,,,0,未在知识库中检索到足够相关的内容，根据现有资料无法确定。,0,0,1,0,0
D05,帮我写一首关于爱情的诗,,,,,0,未在知识库中检索到足够相关的内容，根据现有资料无法确定。,0,0,1,0,0
